drill_id,name,urgency,duration_min,fatigue_cost,install_by_day
4597,Ball Security 2597,5,12,9,2
4598,Goal Line 2598,3,10,4,3
4599,Red Zone Passing 2599,2,8,3,2
4600,Run Fits 2600,3,18,3,5
4601,Red Zone Passing 2601,1,18,5,6
4602,Blitz Pickup 2602,5,8,2,1
4603,Blitz Pickup 2603,3,12,8,4
4604,Two-Minute Drill 2604,5,12,6,4
4605,Ball Security 2605,1,15,1,4
4606,Special Teams Lane 2606,3,8,7,6
4607,Screen Defense 2607,4,12,1,6
4608,Run Fits 2608,4,15,5,3
4609,Screen Defense 2609,1,10,9,7
4610,Screen Defense 2610,4,15,7,4
4611,OL Zone Steps 2611,5,12,8,1
4612,Run Fits 2612,3,12,1,6
4613,Blitz Pickup 2613,4,18,9,5
4614,OL Zone Steps 2614,5,12,9,6
4615,Special Teams Lane 2615,3,10,1,6
4616,Special Teams Lane 2616,4,12,8,4
4617,Pass Rush Moves 2617,5,18,2,7
4618,Goal Line 2618,5,18,9,2
4619,Ball Security 2619,3,10,5,5
4620,Coverage Shells 2620,5,20,6,6
4621,Screen Defense 2621,1,18,6,2
4622,DB Footwork 2622,4,18,10,1
4623,Screen Defense 2623,3,15,8,4
4624,Special Teams Lane 2624,4,20,1,1
4625,Coverage Shells 2625,4,12,6,5
4626,Red Zone Passing 2626,1,15,8,3
4627,Ball Security 2627,2,20,5,3
4628,DB Footwork 2628,4,12,3,2
4629,RPO Reads 2629,2,18,5,7
4630,RPO Reads 2630,1,20,1,7
4631,Goal Line 2631,2,10,3,2
4632,Two-Minute Drill 2632,2,12,4,1
4633,Goal Line 2633,4,15,3,1
4634,RPO Reads 2634,4,8,3,6
4635,DB Footwork 2635,3,10,9,4
4636,OL Zone Steps 2636,1,8,8,7
4637,Coverage Shells 2637,5,20,3,3
4638,RPO Reads 2638,1,15,4,3
4639,Ball Security 2639,4,12,9,1
4640,Coverage Shells 2640,1,15,1,4
4641,Screen Defense 2641,3,12,4,5
4642,OL Zone Steps 2642,5,12,6,7
4643,Run Fits 2643,4,12,7,5
4644,Two-Minute Drill 2644,2,18,9,7
4645,Coverage Shells 2645,2,12,5,7
4646,DB Footwork 2646,1,18,6,7
4647,Coverage Shells 2647,4,12,10,2
4648,Blitz Pickup 2648,2,8,8,5
4649,Red Zone Passing 2649,5,20,8,4
4650,Coverage Shells 2650,5,20,9,4
4651,Run Fits 2651,3,20,10,7
4652,Special Teams Lane 2652,5,18,1,1
4653,Pass Rush Moves 2653,2,20,3,5
4654,Blitz Pickup 2654,4,8,4,4
4655,Special Teams Lane 2655,4,8,9,2
4656,Two-Minute Drill 2656,1,10,10,5
4657,Coverage Shells 2657,3,8,4,2
4658,Run Fits 2658,1,20,1,3
4659,Blitz Pickup 2659,1,18,4,1
4660,OL Zone Steps 2660,1,8,7,7
4661,Tackling Form 2661,3,15,10,4
4662,Run Fits 2662,1,12,8,5
4663,Red Zone Passing 2663,3,12,5,7
4664,Coverage Shells 2664,4,8,7,7
4665,Run Fits 2665,5,18,10,3
4666,Goal Line 2666,3,20,9,3
4667,Ball Security 2667,5,10,9,6
4668,Ball Security 2668,4,8,5,6
4669,OL Zone Steps 2669,4,20,4,2
4670,Blitz Pickup 2670,4,18,4,7
4671,Special Teams Lane 2671,2,10,10,4
4672,OL Zone Steps 2672,4,20,7,4
4673,Goal Line 2673,3,18,1,3
4674,Screen Defense 2674,3,8,4,6
4675,Run Fits 2675,1,15,2,2
4676,Special Teams Lane 2676,5,10,4,6
4677,Coverage Shells 2677,3,20,3,1
4678,Tackling Form 2678,1,8,9,7
4679,Run Fits 2679,1,8,7,6
4680,Tackling Form 2680,2,20,6,7
4681,Goal Line 2681,4,8,3,1
4682,Red Zone Passing 2682,3,20,3,5
4683,Two-Minute Drill 2683,5,15,4,1
4684,DB Footwork 2684,4,12,5,3
4685,RPO Reads 2685,5,8,9,2
4686,Red Zone Passing 2686,1,15,9,7
4687,Red Zone Passing 2687,5,20,8,4
4688,Tackling Form 2688,3,15,8,5
4689,Two-Minute Drill 2689,5,15,6,2
4690,Blitz Pickup 2690,1,12,7,6
4691,Goal Line 2691,3,12,3,4
4692,Special Teams Lane 2692,1,12,2,2
4693,Blitz Pickup 2693,3,10,10,2
4694,Pass Rush Moves 2694,5,15,9,2
4695,Two-Minute Drill 2695,5,20,7,7
4696,Red Zone Passing 2696,5,10,9,1
4697,Special Teams Lane 2697,1,12,4,6
4698,Screen Defense 2698,2,15,10,7
4699,Two-Minute Drill 2699,3,12,1,5
4700,OL Zone Steps 2700,3,10,4,6
4701,Pass Rush Moves 2701,1,15,5,4
4702,Pass Rush Moves 2702,3,18,5,4
4703,Tackling Form 2703,4,10,1,6
4704,Screen Defense 2704,2,12,3,5
4705,Pass Rush Moves 2705,2,8,10,2
4706,DB Footwork 2706,2,10,6,6
4707,Special Teams Lane 2707,2,20,7,1
4708,Tackling Form 2708,2,12,8,6
4709,RPO Reads 2709,3,15,3,4
4710,Goal Line 2710,4,18,6,1
4711,Blitz Pickup 2711,1,12,5,3
4712,Ball Security 2712,1,15,6,7
4713,Red Zone Passing 2713,1,15,10,1
4714,RPO Reads 2714,3,8,2,1
4715,Goal Line 2715,4,18,9,1
4716,Run Fits 2716,2,10,1,4
4717,Blitz Pickup 2717,4,15,1,2
4718,Coverage Shells 2718,5,10,6,2
4719,Pass Rush Moves 2719,4,20,1,2
4720,RPO Reads 2720,4,12,8,2
4721,Goal Line 2721,3,12,8,3
4722,OL Zone Steps 2722,4,10,1,7
4723,Special Teams Lane 2723,3,15,8,4
4724,Run Fits 2724,4,10,5,5
4725,Screen Defense 2725,5,12,8,2
4726,RPO Reads 2726,2,8,10,7
4727,Tackling Form 2727,1,18,9,3
4728,Pass Rush Moves 2728,5,15,1,3
4729,Screen Defense 2729,2,18,4,3
4730,RPO Reads 2730,4,12,5,4
4731,OL Zone Steps 2731,3,15,6,4
4732,Screen Defense 2732,3,15,9,1
4733,Screen Defense 2733,4,8,8,5
4734,Coverage Shells 2734,4,12,5,6
4735,Coverage Shells 2735,3,12,6,4
4736,Red Zone Passing 2736,1,15,6,5
4737,DB Footwork 2737,1,18,4,5
4738,Pass Rush Moves 2738,4,15,7,7
4739,Special Teams Lane 2739,2,18,8,4
4740,DB Footwork 2740,5,12,5,6
4741,RPO Reads 2741,4,20,9,2
4742,Red Zone Passing 2742,2,8,4,3
4743,Special Teams Lane 2743,1,8,2,1
4744,Pass Rush Moves 2744,2,8,9,7
4745,Tackling Form 2745,1,10,6,3
4746,Tackling Form 2746,1,15,5,6
4747,OL Zone Steps 2747,2,20,8,5
4748,RPO Reads 2748,2,20,6,6
4749,Screen Defense 2749,4,10,6,4
4750,Ball Security 2750,2,10,5,6
4751,Goal Line 2751,4,18,9,4
4752,Ball Security 2752,3,18,1,2
4753,OL Zone Steps 2753,3,8,10,7
4754,Blitz Pickup 2754,4,10,8,3
4755,Special Teams Lane 2755,2,15,10,4
4756,Red Zone Passing 2756,3,8,5,4
4757,Run Fits 2757,1,15,4,2
4758,Pass Rush Moves 2758,2,8,2,7
4759,Run Fits 2759,3,20,10,1
4760,Coverage Shells 2760,4,20,9,6
4761,Blitz Pickup 2761,4,18,8,6
4762,OL Zone Steps 2762,5,15,7,5
4763,Screen Defense 2763,5,20,3,1
4764,Red Zone Passing 2764,3,18,1,1
4765,Tackling Form 2765,1,20,3,4
4766,Coverage Shells 2766,2,18,7,6
4767,Ball Security 2767,2,20,5,6
4768,Coverage Shells 2768,1,15,8,2
4769,Pass Rush Moves 2769,4,18,1,5
4770,OL Zone Steps 2770,4,15,2,5
4771,Goal Line 2771,2,15,10,5
4772,Ball Security 2772,4,15,2,3
4773,RPO Reads 2773,1,18,4,1
4774,Screen Defense 2774,1,15,10,3
4775,Ball Security 2775,3,8,8,5
4776,Tackling Form 2776,3,20,6,3
4777,RPO Reads 2777,2,8,5,5
4778,DB Footwork 2778,1,10,7,7
4779,Run Fits 2779,5,8,10,5
4780,Pass Rush Moves 2780,5,18,4,2
4781,Coverage Shells 2781,5,20,7,4
4782,Run Fits 2782,1,10,2,2
4783,Coverage Shells 2783,5,18,7,2
4784,Blitz Pickup 2784,2,15,6,5
4785,Screen Defense 2785,2,10,10,1
4786,OL Zone Steps 2786,2,10,6,2
4787,Goal Line 2787,1,10,5,7
4788,Coverage Shells 2788,4,8,7,7
4789,Blitz Pickup 2789,2,12,8,2
4790,RPO Reads 2790,2,15,9,1
4791,Goal Line 2791,5,12,7,6
4792,OL Zone Steps 2792,1,18,3,5
4793,Two-Minute Drill 2793,3,12,5,7
4794,Blitz Pickup 2794,5,20,4,4
4795,OL Zone Steps 2795,5,8,6,1
4796,Goal Line 2796,1,18,1,5
4797,Tackling Form 2797,2,18,8,7
4798,Special Teams Lane 2798,1,18,10,1
4799,Blitz Pickup 2799,1,20,8,1
4800,OL Zone Steps 2800,2,8,6,3
4801,Tackling Form 2801,4,8,8,1
4802,Pass Rush Moves 2802,4,12,3,1
4803,DB Footwork 2803,5,10,4,3
4804,Two-Minute Drill 2804,2,10,10,5
4805,Red Zone Passing 2805,4,20,9,7
4806,Tackling Form 2806,1,20,7,2
4807,Two-Minute Drill 2807,4,10,6,5
4808,Goal Line 2808,1,12,4,5
4809,DB Footwork 2809,5,12,7,6
4810,Ball Security 2810,1,20,10,4
4811,Coverage Shells 2811,4,18,4,1
4812,Two-Minute Drill 2812,1,15,10,4
4813,Pass Rush Moves 2813,1,18,8,5
4814,Special Teams Lane 2814,5,12,6,3
4815,Two-Minute Drill 2815,1,12,5,6
4816,Screen Defense 2816,4,20,10,7
4817,Tackling Form 2817,4,10,6,3
4818,Run Fits 2818,1,8,9,7
4819,Coverage Shells 2819,3,8,5,2
4820,Ball Security 2820,3,15,9,6
4821,RPO Reads 2821,4,10,9,7
4822,Ball Security 2822,2,10,2,7
4823,Special Teams Lane 2823,3,12,7,3
4824,Screen Defense 2824,5,10,4,5
4825,Goal Line 2825,3,18,8,6
4826,Run Fits 2826,3,12,5,1
4827,RPO Reads 2827,4,8,2,7
4828,DB Footwork 2828,4,18,3,2
4829,Special Teams Lane 2829,5,18,8,4
4830,Goal Line 2830,2,18,3,3
4831,Pass Rush Moves 2831,4,10,6,1
4832,Run Fits 2832,4,12,4,7
4833,OL Zone Steps 2833,2,18,9,7
4834,Screen Defense 2834,1,8,1,3
4835,Screen Defense 2835,1,20,4,2
4836,Run Fits 2836,4,8,6,2
4837,OL Zone Steps 2837,4,8,8,1
4838,DB Footwork 2838,4,18,3,6
4839,Ball Security 2839,2,20,8,1
4840,Coverage Shells 2840,5,10,3,6
4841,Special Teams Lane 2841,1,20,5,1
4842,DB Footwork 2842,4,10,1,2
4843,Goal Line 2843,2,10,8,5
4844,Goal Line 2844,3,20,6,7
4845,OL Zone Steps 2845,4,15,4,5
4846,Goal Line 2846,5,20,7,3
4847,Two-Minute Drill 2847,2,15,1,6
4848,Coverage Shells 2848,4,8,6,6
4849,Special Teams Lane 2849,1,8,9,7
4850,DB Footwork 2850,2,10,9,2
4851,Run Fits 2851,1,15,6,1
4852,Tackling Form 2852,5,8,4,1
4853,Ball Security 2853,5,15,5,3
4854,Blitz Pickup 2854,1,10,4,1
4855,Ball Security 2855,2,12,2,2
4856,DB Footwork 2856,4,15,7,3
4857,DB Footwork 2857,3,20,8,7
4858,Pass Rush Moves 2858,1,18,2,2
4859,Goal Line 2859,1,20,9,6
4860,Coverage Shells 2860,3,12,6,7
4861,Coverage Shells 2861,4,18,3,6
4862,Blitz Pickup 2862,4,20,3,7
4863,Ball Security 2863,2,8,6,2
4864,Coverage Shells 2864,4,18,10,5
4865,Screen Defense 2865,3,20,4,7
4866,Blitz Pickup 2866,1,8,3,4
4867,Ball Security 2867,1,15,9,6
4868,Ball Security 2868,1,8,1,2
4869,Run Fits 2869,3,15,10,1
4870,Tackling Form 2870,4,18,2,5
4871,Special Teams Lane 2871,5,15,10,3
4872,Two-Minute Drill 2872,5,18,1,4
4873,OL Zone Steps 2873,5,10,8,7
4874,DB Footwork 2874,3,10,3,4
4875,DB Footwork 2875,2,12,10,3
4876,Pass Rush Moves 2876,1,15,2,6
4877,Screen Defense 2877,4,12,9,1
4878,Two-Minute Drill 2878,5,15,7,1
4879,Pass Rush Moves 2879,5,18,1,3
4880,Coverage Shells 2880,5,15,10,4
4881,RPO Reads 2881,3,12,8,3
4882,OL Zone Steps 2882,2,20,4,2
4883,Tackling Form 2883,2,15,2,6
4884,RPO Reads 2884,1,20,6,6
4885,Tackling Form 2885,5,12,1,2
4886,Goal Line 2886,1,15,1,4
4887,Run Fits 2887,5,20,6,7
4888,RPO Reads 2888,1,20,5,2
4889,Two-Minute Drill 2889,3,20,1,2
4890,Pass Rush Moves 2890,5,20,6,3
4891,Pass Rush Moves 2891,5,18,8,4
4892,OL Zone Steps 2892,1,15,3,5
4893,Ball Security 2893,2,20,4,3
4894,Two-Minute Drill 2894,2,20,1,3
4895,Blitz Pickup 2895,4,10,9,2
4896,OL Zone Steps 2896,4,10,5,4
4897,RPO Reads 2897,4,15,5,4
4898,Screen Defense 2898,2,10,1,4
4899,Two-Minute Drill 2899,1,10,7,1
4900,Coverage Shells 2900,5,8,10,7
4901,Coverage Shells 2901,1,15,2,3
4902,Ball Security 2902,1,18,5,7
4903,Goal Line 2903,4,18,3,3
4904,Ball Security 2904,2,12,2,7
4905,Two-Minute Drill 2905,2,15,7,1
4906,DB Footwork 2906,5,8,8,1
4907,DB Footwork 2907,2,15,7,2
4908,Run Fits 2908,4,8,7,1
4909,Red Zone Passing 2909,3,12,10,2
4910,DB Footwork 2910,5,12,3,6
4911,Coverage Shells 2911,2,8,8,1
4912,Two-Minute Drill 2912,3,10,7,4
4913,Red Zone Passing 2913,1,18,10,7
4914,Red Zone Passing 2914,1,12,7,3
4915,Screen Defense 2915,3,20,5,2
4916,Goal Line 2916,4,18,9,5
4917,DB Footwork 2917,5,10,9,6
4918,RPO Reads 2918,4,12,7,4
4919,Tackling Form 2919,1,18,2,5
4920,Blitz Pickup 2920,1,10,7,3
4921,Blitz Pickup 2921,2,12,1,4
4922,RPO Reads 2922,5,18,10,5
4923,DB Footwork 2923,1,20,6,5
4924,Goal Line 2924,4,15,10,4
4925,Red Zone Passing 2925,1,10,8,6
4926,Special Teams Lane 2926,1,8,7,3
4927,Ball Security 2927,5,12,8,2
4928,RPO Reads 2928,3,18,5,4
4929,RPO Reads 2929,4,12,2,3
4930,Red Zone Passing 2930,3,12,4,3
4931,Tackling Form 2931,2,10,7,3
4932,Screen Defense 2932,2,15,6,1
4933,Run Fits 2933,2,12,3,7
4934,Ball Security 2934,4,20,2,2
4935,Goal Line 2935,2,12,8,4
4936,Pass Rush Moves 2936,1,10,4,6
4937,RPO Reads 2937,1,18,10,5
4938,Special Teams Lane 2938,4,20,5,2
4939,RPO Reads 2939,1,18,2,1
4940,RPO Reads 2940,1,12,2,4
4941,Blitz Pickup 2941,2,20,9,1
4942,Ball Security 2942,2,12,4,1
4943,Screen Defense 2943,3,15,8,6
4944,Run Fits 2944,1,15,5,6
4945,DB Footwork 2945,1,18,8,4
4946,Tackling Form 2946,3,15,5,3
4947,Pass Rush Moves 2947,2,8,9,3
4948,Run Fits 2948,3,15,6,7
4949,Special Teams Lane 2949,4,20,3,3
4950,Run Fits 2950,4,15,8,4
4951,Tackling Form 2951,1,8,3,2
4952,Screen Defense 2952,2,18,10,6
4953,Two-Minute Drill 2953,1,10,6,3
4954,Screen Defense 2954,5,20,10,6
4955,Tackling Form 2955,1,8,4,1
4956,Pass Rush Moves 2956,5,20,6,2
4957,Ball Security 2957,1,15,3,6
4958,OL Zone Steps 2958,4,15,4,3
4959,Coverage Shells 2959,2,12,4,6
4960,Ball Security 2960,1,10,7,6
4961,Screen Defense 2961,1,12,4,5
4962,Blitz Pickup 2962,5,12,5,5
4963,Pass Rush Moves 2963,1,15,10,4
4964,Blitz Pickup 2964,1,20,2,6
4965,Coverage Shells 2965,4,20,10,5
4966,RPO Reads 2966,4,20,2,5
4967,RPO Reads 2967,1,20,4,2
4968,Pass Rush Moves 2968,1,12,3,5
4969,Tackling Form 2969,3,18,4,4
4970,Special Teams Lane 2970,1,20,2,1
4971,Run Fits 2971,5,8,10,4
4972,Red Zone Passing 2972,1,12,7,3
4973,Two-Minute Drill 2973,4,10,3,6
4974,DB Footwork 2974,5,8,9,4
4975,Two-Minute Drill 2975,2,15,2,6
4976,Pass Rush Moves 2976,2,15,7,5
4977,Screen Defense 2977,5,10,5,4
4978,RPO Reads 2978,5,10,7,2
4979,Red Zone Passing 2979,5,10,3,3
4980,Pass Rush Moves 2980,5,12,9,6
4981,Tackling Form 2981,1,15,7,3
4982,Goal Line 2982,4,18,8,3
4983,Run Fits 2983,3,8,4,4
4984,Screen Defense 2984,5,20,4,7
4985,DB Footwork 2985,1,10,6,1
4986,OL Zone Steps 2986,4,12,10,5
4987,OL Zone Steps 2987,1,18,6,3
4988,Goal Line 2988,2,20,5,6
4989,DB Footwork 2989,5,20,4,3
4990,Red Zone Passing 2990,4,18,1,6
4991,Pass Rush Moves 2991,5,20,6,3
4992,Blitz Pickup 2992,3,20,6,7
4993,Pass Rush Moves 2993,3,8,6,7
4994,OL Zone Steps 2994,2,18,9,3
4995,Blitz Pickup 2995,1,10,9,2
4996,DB Footwork 2996,4,8,10,7
4997,Two-Minute Drill 2997,2,20,9,4
4998,RPO Reads 2998,1,8,3,1
4999,Pass Rush Moves 2999,2,8,5,2
5000,Red Zone Passing 3000,5,10,6,3
5001,Coverage Shells 3001,2,8,10,7
5002,Screen Defense 3002,2,15,1,3
5003,Ball Security 3003,5,20,7,7
5004,Two-Minute Drill 3004,1,10,5,7
5005,Special Teams Lane 3005,4,18,1,2
5006,Coverage Shells 3006,4,20,4,4
5007,OL Zone Steps 3007,4,15,3,5
5008,Pass Rush Moves 3008,4,20,6,1
5009,Tackling Form 3009,5,15,7,7
5010,Coverage Shells 3010,3,15,10,3
5011,Pass Rush Moves 3011,2,12,8,4
5012,Red Zone Passing 3012,5,12,10,4
5013,Blitz Pickup 3013,4,18,7,3
5014,Blitz Pickup 3014,1,8,4,7
5015,Two-Minute Drill 3015,2,12,3,5
5016,Screen Defense 3016,3,15,5,7
5017,Coverage Shells 3017,3,8,8,5
5018,DB Footwork 3018,3,15,4,5
5019,Ball Security 3019,2,20,6,3
5020,Special Teams Lane 3020,1,15,1,7
5021,Tackling Form 3021,2,10,4,2
5022,DB Footwork 3022,4,18,5,1
5023,Goal Line 3023,4,8,4,4
5024,Screen Defense 3024,4,10,4,6
5025,Pass Rush Moves 3025,4,8,7,3
5026,Screen Defense 3026,1,20,6,7
5027,Two-Minute Drill 3027,2,10,6,5
5028,Red Zone Passing 3028,4,20,8,2
5029,Two-Minute Drill 3029,4,8,5,1
5030,Blitz Pickup 3030,3,8,6,7
5031,Pass Rush Moves 3031,1,15,5,5
5032,Pass Rush Moves 3032,3,8,10,2
5033,Pass Rush Moves 3033,5,20,8,2
5034,RPO Reads 3034,2,10,6,6
5035,OL Zone Steps 3035,3,15,7,4
5036,Goal Line 3036,4,15,9,5
5037,Ball Security 3037,1,20,7,1
5038,OL Zone Steps 3038,4,18,5,6
5039,Coverage Shells 3039,2,12,8,7
5040,Run Fits 3040,5,12,5,7
5041,Pass Rush Moves 3041,5,8,2,6
5042,Ball Security 3042,1,20,1,3
5043,DB Footwork 3043,2,15,2,1
5044,Screen Defense 3044,3,18,10,2
5045,Coverage Shells 3045,1,12,4,3
5046,OL Zone Steps 3046,3,15,8,7
5047,Run Fits 3047,2,8,5,5
5048,Blitz Pickup 3048,5,15,1,6
5049,Ball Security 3049,4,12,1,4
5050,Red Zone Passing 3050,2,15,2,2
5051,Blitz Pickup 3051,5,12,10,5
5052,Blitz Pickup 3052,3,8,6,1
5053,Pass Rush Moves 3053,2,20,3,5
5054,OL Zone Steps 3054,1,20,3,2
5055,Two-Minute Drill 3055,5,20,10,2
5056,Ball Security 3056,3,8,6,1
5057,Red Zone Passing 3057,1,20,3,1
5058,Screen Defense 3058,1,18,10,5
5059,OL Zone Steps 3059,2,10,1,6
5060,Ball Security 3060,4,20,5,1
5061,Blitz Pickup 3061,4,8,1,2
5062,Coverage Shells 3062,1,10,5,6
5063,Blitz Pickup 3063,1,8,6,7
5064,RPO Reads 3064,4,8,6,2
5065,Special Teams Lane 3065,4,18,9,6
5066,Ball Security 3066,4,15,6,6
5067,Screen Defense 3067,1,8,4,5
5068,Tackling Form 3068,4,12,7,7
5069,Two-Minute Drill 3069,4,15,7,6
5070,Blitz Pickup 3070,4,12,5,3
5071,Special Teams Lane 3071,2,10,6,6
5072,Special Teams Lane 3072,2,18,3,4
5073,DB Footwork 3073,5,8,4,1
5074,Two-Minute Drill 3074,3,10,2,2
5075,Goal Line 3075,2,15,3,4
5076,Ball Security 3076,4,18,4,2
5077,Special Teams Lane 3077,3,8,1,6
5078,Goal Line 3078,1,12,7,3
5079,Blitz Pickup 3079,3,15,4,2
5080,Special Teams Lane 3080,4,15,2,7
5081,Run Fits 3081,3,8,10,4
5082,Blitz Pickup 3082,1,20,10,4
5083,Coverage Shells 3083,4,10,8,5
5084,OL Zone Steps 3084,2,12,5,4
5085,Tackling Form 3085,5,8,3,2
5086,Goal Line 3086,1,12,4,1
5087,Ball Security 3087,5,12,6,1
5088,Screen Defense 3088,4,15,7,5
5089,RPO Reads 3089,1,15,3,2
5090,Goal Line 3090,1,18,5,7
5091,RPO Reads 3091,3,20,8,5
5092,Two-Minute Drill 3092,4,12,5,1
5093,OL Zone Steps 3093,3,20,3,4
5094,DB Footwork 3094,1,18,7,4
5095,Screen Defense 3095,5,20,5,2
5096,Blitz Pickup 3096,4,18,4,2
5097,Special Teams Lane 3097,5,8,7,6
5098,Blitz Pickup 3098,4,18,1,5
5099,Screen Defense 3099,3,20,1,4
5100,Red Zone Passing 3100,3,20,1,3
5101,Pass Rush Moves 3101,2,18,5,6
5102,Two-Minute Drill 3102,2,20,7,7
5103,Screen Defense 3103,1,10,7,4
5104,DB Footwork 3104,5,10,4,3
5105,Coverage Shells 3105,1,15,9,1
5106,OL Zone Steps 3106,1,12,5,6
5107,Blitz Pickup 3107,5,18,3,1
5108,Screen Defense 3108,1,8,10,3
5109,Goal Line 3109,3,18,1,3
5110,Coverage Shells 3110,3,18,9,1
5111,Two-Minute Drill 3111,3,15,4,3
5112,Coverage Shells 3112,5,8,6,2
5113,Run Fits 3113,2,10,10,4
5114,Tackling Form 3114,4,20,5,4
5115,Red Zone Passing 3115,3,20,3,2
5116,Special Teams Lane 3116,2,18,7,5
5117,Blitz Pickup 3117,5,8,6,1
5118,Tackling Form 3118,2,12,9,7
5119,OL Zone Steps 3119,3,12,6,3
5120,Tackling Form 3120,1,12,2,6
5121,Blitz Pickup 3121,2,18,2,3
5122,Goal Line 3122,2,10,3,6
5123,OL Zone Steps 3123,1,15,2,1
5124,Pass Rush Moves 3124,3,12,8,5
5125,OL Zone Steps 3125,2,10,9,1
5126,OL Zone Steps 3126,3,20,7,3
5127,Ball Security 3127,4,8,6,6
5128,DB Footwork 3128,2,12,8,5
5129,Red Zone Passing 3129,1,10,2,5
5130,Coverage Shells 3130,2,10,6,4
5131,RPO Reads 3131,4,15,9,5
5132,Goal Line 3132,1,10,1,6
5133,OL Zone Steps 3133,1,20,4,5
5134,Blitz Pickup 3134,2,18,5,7
5135,RPO Reads 3135,1,12,4,4
5136,Screen Defense 3136,3,20,3,7
5137,Screen Defense 3137,1,15,3,3
5138,Coverage Shells 3138,4,15,1,3
5139,RPO Reads 3139,5,18,3,1
5140,Pass Rush Moves 3140,3,12,7,1
5141,Coverage Shells 3141,3,12,6,5
5142,DB Footwork 3142,4,10,5,7
5143,OL Zone Steps 3143,4,15,6,3
5144,Coverage Shells 3144,4,20,5,3
5145,Goal Line 3145,4,10,8,7
5146,Red Zone Passing 3146,4,10,2,1
5147,Special Teams Lane 3147,2,12,7,2
5148,Two-Minute Drill 3148,3,8,4,1
5149,Red Zone Passing 3149,4,20,4,1
5150,Two-Minute Drill 3150,1,8,9,7
5151,Blitz Pickup 3151,5,15,2,3
5152,Two-Minute Drill 3152,1,18,7,2
5153,Pass Rush Moves 3153,1,8,1,1
5154,Red Zone Passing 3154,4,15,1,5
5155,Pass Rush Moves 3155,1,20,3,4
5156,Screen Defense 3156,1,12,1,6
5157,Special Teams Lane 3157,4,8,7,7
5158,Special Teams Lane 3158,5,12,2,1
5159,Run Fits 3159,4,8,1,6
5160,Special Teams Lane 3160,4,10,10,4
5161,Goal Line 3161,5,12,3,5
5162,Tackling Form 3162,2,12,7,7
5163,Red Zone Passing 3163,2,20,10,7
5164,Blitz Pickup 3164,1,18,7,7
5165,DB Footwork 3165,3,20,4,3
5166,Coverage Shells 3166,4,10,5,6
5167,OL Zone Steps 3167,3,20,6,2
5168,Special Teams Lane 3168,4,12,8,6
5169,DB Footwork 3169,4,15,9,6
5170,DB Footwork 3170,2,12,2,7
5171,DB Footwork 3171,5,20,6,2
5172,Coverage Shells 3172,2,20,6,6
5173,Coverage Shells 3173,3,18,9,4
5174,OL Zone Steps 3174,3,20,7,7
5175,Screen Defense 3175,4,10,9,6
5176,Coverage Shells 3176,3,12,8,6
5177,Two-Minute Drill 3177,5,18,6,6
5178,Screen Defense 3178,2,15,1,7
5179,RPO Reads 3179,1,18,1,6
5180,Tackling Form 3180,1,12,4,7
5181,Two-Minute Drill 3181,3,12,10,4
5182,Blitz Pickup 3182,3,20,3,2
5183,Red Zone Passing 3183,1,20,6,3
5184,Special Teams Lane 3184,3,20,1,4
5185,Red Zone Passing 3185,5,20,10,2
5186,Two-Minute Drill 3186,2,8,8,3
5187,Coverage Shells 3187,5,10,7,4
5188,RPO Reads 3188,5,8,1,5
5189,Goal Line 3189,4,15,7,1
5190,Screen Defense 3190,4,8,9,1
5191,OL Zone Steps 3191,2,18,1,3
5192,Special Teams Lane 3192,2,18,7,4
5193,Screen Defense 3193,3,12,8,3
5194,Special Teams Lane 3194,2,18,7,7
5195,Pass Rush Moves 3195,1,18,1,7
5196,Pass Rush Moves 3196,3,8,5,5
5197,DB Footwork 3197,5,15,2,6
5198,RPO Reads 3198,5,18,4,3
5199,Red Zone Passing 3199,2,20,1,3
5200,RPO Reads 3200,4,20,7,6
5201,Goal Line 3201,5,20,6,3
5202,Blitz Pickup 3202,5,15,10,3
5203,Two-Minute Drill 3203,5,20,8,2
5204,OL Zone Steps 3204,3,8,5,4
5205,Blitz Pickup 3205,2,12,4,2
5206,Ball Security 3206,1,20,1,7
5207,Special Teams Lane 3207,5,8,10,6
5208,OL Zone Steps 3208,1,20,4,3
5209,Red Zone Passing 3209,1,8,5,2
5210,Blitz Pickup 3210,2,10,8,5
5211,Two-Minute Drill 3211,1,8,9,2
5212,RPO Reads 3212,4,18,3,1
5213,Blitz Pickup 3213,5,12,4,7
5214,OL Zone Steps 3214,3,20,10,5
5215,Red Zone Passing 3215,3,18,10,3
5216,Run Fits 3216,3,10,6,1
5217,Pass Rush Moves 3217,1,12,4,5
5218,Tackling Form 3218,2,12,7,3
5219,RPO Reads 3219,3,8,5,5
5220,Coverage Shells 3220,3,18,6,7
5221,Pass Rush Moves 3221,4,8,2,4
5222,Ball Security 3222,3,10,8,1
5223,Two-Minute Drill 3223,3,18,8,6
5224,Special Teams Lane 3224,3,8,10,2
5225,OL Zone Steps 3225,3,18,4,3
5226,OL Zone Steps 3226,2,18,9,1
5227,Run Fits 3227,3,12,3,1
5228,Coverage Shells 3228,2,10,6,3
5229,Run Fits 3229,2,10,6,7
5230,Tackling Form 3230,2,8,10,3
5231,Blitz Pickup 3231,1,15,10,5
5232,Blitz Pickup 3232,1,10,1,1
5233,Screen Defense 3233,1,15,1,2
